model,userId,K,precision,recall,ndcg,num_relevant_test_items,num_recommendations
Content-Based,3754,20,0.0,0.0,0.0,38,80
Content-Based,3754,40,0.0,0.0,0.0,38,80
Content-Based,3754,80,0.0125,0.02631578947368421,0.16485085672216038,38,80
Content-Based,81,5,0.0,0.0,0.0,16,80
Content-Based,81,10,0.0,0.0,0.0,16,80
Content-Based,81,20,0.0,0.0,0.0,16,80
Content-Based,81,40,0.0,0.0,0.0,16,80
Content-Based,81,80,0.0,0.0,0.0,16,80
Content-Based,3247,5,0.0,0.0,0.0,2,80
Content-Based,3247,10,0.0,0.0,0.0,2,80
Content-Based,3247,20,0.0,0.0,0.0,2,80
Content-Based,3247,40,0.0,0.0,0.0,2,80
Content-Based,3247,80,0.0,0.0,0.0,2,80
Content-Based,1973,5,0.0,0.0,0.0,2,80
Content-Based,1973,10,0.0,0.0,0.0,2,80
Content-Based,1973,20,0.0,0.0,0.0,2,80
Content-Based,1973,40,0.0,0.0,0.0,2,80
Content-Based,1973,80,0.0,0.0,0.0,2,80
Content-Based,3862,5,0.0,0.0,0.0,5,80
Content-Based,3862,10,0.0,0.0,0.0,5,80
Content-Based,3862,20,0.0,0.0,0.0,5,80
Content-Based,3862,40,0.0,0.0,0.0,5,80
Content-Based,3862,80,0.0,0.0,0.0,5,80
Content-Based,502,5,0.0,0.0,0.0,2,80
Content-Based,502,10,0.0,0.0,0.0,2,80
Content-Based,502,20,0.0,0.0,0.0,2,80
Content-Based,502,40,0.0,0.0,0.0,2,80
Content-Based,502,80,0.0,0.0,0.0,2,80
Content-Based,3135,5,0.0,0.0,0.0,18,80
Content-Based,3135,10,0.0,0.0,0.0,18,80
Content-Based,3135,20,0.0,0.0,0.0,18,80
Content-Based,3135,40,0.025,0.05555555555555555,0.22424382421757544,18,80
Content-Based,3135,80,0.0125,0.05555555555555555,0.22424382421757544,18,80
