model,userId,K,precision,recall,ndcg,num_relevant_test_items,num_recommendations
Clustering-TMDB,5253,5,0.0,0.0,0.0,15,80
Clustering-TMDB,5253,10,0.0,0.0,0.0,15,80
Clustering-TMDB,5253,20,0.0,0.0,0.0,15,80
Clustering-TMDB,5253,40,0.0,0.0,0.0,15,80
Clustering-TMDB,5253,80,0.0,0.0,0.0,15,80
Clustering-TMDB,3453,5,0.2,0.045454545454545456,1.0,22,80
Clustering-TMDB,3453,10,0.1,0.045454545454545456,1.0,22,80
Clustering-TMDB,3453,20,0.2,0.18181818181818182,0.6823485697932682,22,80
Clustering-TMDB,3453,40,0.1,0.18181818181818182,0.6823485697932682,22,80
Clustering-TMDB,3453,80,0.05,0.18181818181818182,0.6823485697932682,22,80
Clustering-TMDB,1510,5,0.0,0.0,0.0,4,80
Clustering-TMDB,1510,10,0.0,0.0,0.0,4,80
Clustering-TMDB,1510,20,0.0,0.0,0.0,4,80
Clustering-TMDB,1510,40,0.025,0.25,0.20584683246043448,4,80
Clustering-TMDB,1510,80,0.0125,0.25,0.20584683246043448,4,80
Clustering-TMDB,4664,5,0.0,0.0,0.0,7,80
Clustering-TMDB,4664,10,0.0,0.0,0.0,7,80
Clustering-TMDB,4664,20,0.0,0.0,0.0,7,80
Clustering-TMDB,4664,40,0.0,0.0,0.0,7,80
Clustering-TMDB,4664,80,0.0,0.0,0.0,7,80
Clustering-TMDB,3169,5,0.0,0.0,0.0,13,80
Clustering-TMDB,3169,10,0.0,0.0,0.0,13,80
Clustering-TMDB,3169,20,0.0,0.0,0.0,13,80
Clustering-TMDB,3169,40,0.0,0.0,0.0,13,80
Clustering-TMDB,3169,80,0.0125,0.07692307692307693,0.1631512196835108,13,80
Clustering-TMDB,229,5,0.0,0.0,0.0,20,80
Clustering-TMDB,229,10,0.0,0.0,0.0,20,80
Clustering-TMDB,229,20,0.05,0.05,0.24465054211822604,20,80
Clustering-TMDB,229,40,0.025,0.05,0.24465054211822604,20,80
Clustering-TMDB,229,80,0.0625,0.25,0.3077047210922156,20,80
Clustering-TMDB,531,5,0.0,0.0,0.0,59,70
Clustering-TMDB,531,10,0.1,0.01694915254237288,0.3010299956639812,59,70
Clustering-TMDB,531,20,0.05,0.01694915254237288,0.3010299956639812,59,70
Clustering-TMDB,531,40,0.15,0.1016949152542373,0.3942756686324762,59,70
Clustering-TMDB,531,80,0.1875,0.2542372881355932,0.49212917581345206,59,70
Clustering-TMDB,2379,5,0.0,0.0,0.0,4,80
Clustering-TMDB,2379,10,0.0,0.0,0.0,4,80
Clustering-TMDB,2379,20,0.0,0.0,0.0,4,80
Clustering-TMDB,2379,40,0.0,0.0,0.0,4,80
